v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,6792,0x1496680,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,6795,0x14966a0,12,DatePrototypeToDateString
code-creation,Builtin,3,6798,0x14966c0,12,DatePrototypeToISOString
code-creation,Builtin,3,6801,0x14966e0,12,DatePrototypeToUTCString
code-creation,Builtin,3,6804,0x1496700,12,DatePrototypeToString
code-creation,Builtin,3,6807,0x1496720,12,DatePrototypeToTimeString
code-creation,Builtin,3,6810,0x1496740,12,DatePrototypeToJson
code-creation,Builtin,3,6820,0x1496760,12,DateUTC
code-creation,Builtin,3,6823,0x1496780,12,ErrorConstructor
code-creation,Builtin,3,6828,0x14967a0,12,ErrorCaptureStackTrace
code-creation,Builtin,3,6833,0x14967c0,12,ErrorPrototypeToString
code-creation,Builtin,3,6839,0x14967e0,12,FunctionConstructor
code-creation,Builtin,3,6842,0x1496800,64,FunctionPrototypeApply
code-creation,Builtin,3,6846,0x1496860,12,FunctionPrototypeBind
code-creation,Builtin,3,6851,0x1496880,47,FunctionPrototypeCall
code-creation,Builtin,3,6856,0x14968c0,12,FunctionPrototypeToString
code-creation,Builtin,3,6860,0x14968e0,221,CreateIterResultObject
code-creation,Builtin,3,6865,0x14969c0,830,CreateGeneratorObject
code-creation,Builtin,3,6869,0x1496d00,12,GeneratorFunctionConstructor
code-creation,Builtin,3,6875,0x1496d20,516,GeneratorPrototypeNext
code-creation,Builtin,3,6880,0x1496f40,524,GeneratorPrototypeReturn
code-creation,Builtin,3,6883,0x1497160,528,GeneratorPrototypeThrow
code-creation,Builtin,3,6888,0x1497380,12,AsyncFunctionConstructor
code-creation,Builtin,3,6892,0x14973a0,61,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,3,6897,0x14973e0,12,GlobalDecodeURI
code-creation,Builtin,3,6901,0x1497400,12,GlobalDecodeURIComponent
code-creation,Builtin,3,6906,0x1497420,12,GlobalEncodeURI
code-creation,Builtin,3,6911,0x1497440,12,GlobalEncodeURIComponent
code-creation,Builtin,3,6916,0x1497460,12,GlobalEscape
code-creation,Builtin,3,6919,0x1497480,12,GlobalUnescape
code-creation,Builtin,3,6924,0x14974a0,12,GlobalEval
code-creation,Builtin,3,6936,0x14974c0,141,GlobalIsFinite
code-creation,Builtin,3,6940,0x1497560,133,GlobalIsNaN
code-creation,Builtin,3,6943,0x1497600,12,JsonParse
code-creation,Builtin,3,6947,0x1497620,12,JsonStringify
code-creation,Builtin,3,6952,0x1497640,3305,LoadIC
code-creation,Builtin,3,6957,0x1498340,3341,LoadIC_Megamorphic
code-creation,Builtin,3,6960,0x1499060,3373,LoadIC_Noninlined
code-creation,Builtin,3,6965,0x1499da0,52,LoadICTrampoline
code-creation,Builtin,3,6969,0x1499de0,52,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,6975,0x1499e20,6820,KeyedLoadIC
code-creation,Builtin,3,6978,0x149b8e0,11492,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,6982,0x149e5e0,52,KeyedLoadICTrampoline
